Unnamed:_0,Rank,NOC,Gold,Silver,Bronze,Total,Year,Host,Number_of_people,Basketball,Judo,Football,Tug-Of-War,Athletics,Swimming,Badminton,Sailing,Gymnastics,Art_Competitions,Handball,Weightlifting,Wrestling,Water_Polo,Hockey,Rowing,Fencing,Equestrianism,Shooting,Boxing,Taekwondo,Cycling,Diving,Canoeing,Tennis,Modern_Pentathlon,Golf,Softball,Archery,Volleyball,Synchronized_Swimming,Table_Tennis,Baseball,Rhythmic_Gymnastics,Rugby_Sevens,Trampolining,Beach_Volleyball,Triathlon,Rugby,Lacrosse,Polo,Cricket,Ice_Hockey,Racquets,Motorboating,Croquet,Figure_Skating,Jeu_De_Paume,Roque,Basque_Pelota,Alpinism,Aeronautics,Cycling_Road,Artistic_Gymnastics,Karate,Baseball/Softball,Trampoline_Gymnastics,Marathon_Swimming,Canoe_Slalom,Surfing,Canoe_Sprint,Cycling_BMX_Racing,Equestrian,Artistic_Swimming,Cycling_Track,Skateboarding,Cycling_Mountain_Bike,3x3_Basketball,Cycling_BMX_Freestyle,Sport_Climbing,"Marathon_Swimming,_Swimming",Breaking,"Cycling_Road,_Cycling_Track","Cycling_Road,_Cycling_Mountain_Bike","Cycling_Road,_Triathlon","3x3_Basketball,_Basketball"
655,13,Kenya,5,2,2,9,1988,0,74,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,14,Japan,4,3,7,14,1988,0,254,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,15,Australia,3,6,5,14,1988,0,252,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,16,Yugoslavia,3,4,5,12,1988,0,155,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,17,Czechoslovakia,3,3,2,8,1988,0,163,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,18,New_Zealand,3,2,8,13,1988,0,83,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,19,Canada,3,2,5,10,1988,0,328,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,20,Poland,2,5,9,16,1988,0,143,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,21,Norway,2,3,0,5,1988,0,69,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,22,Netherlands,2,2,5,9,1988,0,147,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,23,Denmark,2,1,1,4,1988,0,78,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,24,Brazil,1,2,3,6,1988,0,157,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,25,Finland,1,1,2,4,1988,0,78,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,25,Spain,1,1,2,4,1988,0,226,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,27,Turkey,1,1,0,2,1988,0,41,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,28,Morocco,1,0,2,3,1988,0,27,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,29,Austria,1,0,0,1,1988,0,73,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,29,Portugal,1,0,0,1,1988,0,65,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,29,Suriname,1,0,0,1,1988,0,6,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,32,Sweden,0,4,7,11,1988,0,181,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,33,Switzerland,0,2,2,4,1988,0,99,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,34,Jamaica,0,2,0,2,1988,0,35,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,35,Argentina,0,1,1,2,1988,0,118,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,36,Chile,0,1,0,1,1988,0,17,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,36,Costa_Rica,0,1,0,1,1988,0,16,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,36,Indonesia,0,1,0,1,1988,0,29,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,36,Iran,0,1,0,1,1988,0,23,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,36,Netherlands_Antilles,0,1,0,1,1988,0,3,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,36,Peru,0,1,0,1,1988,0,21,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,36,Senegal,0,1,0,1,1988,0,23,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,36,Virgin_Islands,0,1,0,1,1988,0,23,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,44,Belgium,0,0,2,2,1988,0,59,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,44,Mexico,0,0,2,2,1988,0,81,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,46,Colombia,0,0,1,1,1988,0,40,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,46,Djibouti,0,0,1,1,1988,0,6,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,46,Greece,0,0,1,1,1988,0,56,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,46,Mongolia,0,0,1,1,1988,0,28,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,46,Pakistan,0,0,1,1,1988,0,30,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,46,Philippines,0,0,1,1,1988,0,31,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,46,Thailand,0,0,1,1,1988,0,14,2,7,1,0,42,31,0,8,14,0,2,10,20,1,2,14,8,6,13,12,0,9,4,12,4,2,0,0,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,1,Unified_Team,45,38,29,112,1992,0,473,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,2,United_States,37,34,37,108,1992,0,534,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,3,Germany,33,21,28,82,1992,0,457,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,4,China,16,22,16,54,1992,0,233,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,5,Cuba,14,6,11,31,1992,0,176,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,6,Spain,13,7,2,22,1992,1,412,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,7,South_Korea,12,5,12,29,1992,0,215,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,8,Hungary,11,12,7,30,1992,0,215,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,9,France,8,5,16,29,1992,0,331,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,10,Australia,7,9,11,27,1992,0,278,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,11,Canada,7,4,7,18,1992,0,294,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,12,Italy,6,5,8,19,1992,0,304,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,13,Great_Britain,5,3,12,20,1992,0,359,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,14,Romania,4,6,8,18,1992,0,171,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,15,Czechoslovakia,4,2,1,7,1992,0,202,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,16,North_Korea,4,0,5,9,1992,0,62,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,17,Japan,3,8,11,22,1992,0,247,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,18,Bulgaria,3,7,6,16,1992,0,134,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,19,Poland,3,6,10,19,1992,0,199,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,20,Netherlands,2,6,7,15,1992,0,201,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,21,Kenya,2,4,2,8,1992,0,49,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,22,Norway,2,4,1,7,1992,0,83,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,23,Turkey,2,2,2,6,1992,0,41,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,24,Indonesia,2,2,1,5,1992,0,34,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,25,Brazil,2,1,0,3,1992,0,181,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,26,Greece,2,0,0,2,1992,0,70,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,27,Sweden,1,7,4,12,1992,0,182,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,28,New_Zealand,1,4,5,10,1992,0,134,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,29,Finland,1,2,2,5,1992,0,87,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,30,Denmark,1,1,4,6,1992,0,101,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,31,Morocco,1,1,1,3,1992,0,44,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,32,Ireland,1,1,0,2,1992,0,58,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,33,Ethiopia,1,0,2,3,1992,0,20,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,34,Algeria,1,0,1,2,1992,0,35,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,34,Estonia,1,0,1,2,1992,0,37,2,14,1,0,43,31,4,10,14,0,2,10,20,1,2,14,8,6,13,12,0,10,4,16,4,2,0,0,4,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
