Year,sport,event,host,country,gold,silver,bronze,medal,Total
1992,Fencing,"Fencing_Men's_Sabre,_Individual",0,HUN,1,0,0,Gold,1
1992,Fencing,"Fencing_Women's_Foil,_Team",0,ITA,1,0,0,Gold,1
1992,Fencing,"Fencing_Women's_Foil,_Individual",0,ITA,1,0,0,Gold,1
1992,Fencing,"Fencing_Men's_Sabre,_Team",0,EUN,1,0,0,Gold,1
1992,Fencing,"Fencing_Women's_Foil,_Individual",0,CHN,0,1,0,Silver,1
1992,Fencing,"Fencing_Men's_Foil,_Team",0,CUB,0,1,0,Silver,1
1992,Fencing,"Fencing_Women's_Foil,_Team",0,GER,0,1,0,Silver,1
1992,Fencing,"Fencing_Men's_Sabre,_Team",0,HUN,0,1,0,Silver,1
1992,Fencing,"Fencing_Men's_epee,_Team",0,HUN,0,1,0,Silver,1
1992,Fencing,"Fencing_Men's_Sabre,_Individual",0,ITA,0,1,0,Silver,1
1992,Fencing,"Fencing_Men's_Foil,_Individual",0,EUN,0,1,0,Silver,1
1992,Fencing,"Fencing_Men's_epee,_Individual",0,EUN,0,1,0,Silver,1
1992,Football,Football_Men's_Football,0,GHA,0,0,1,Bronze,1
1992,Football,Football_Men's_Football,1,ESP,1,0,0,Gold,1
1992,Football,Football_Men's_Football,0,POL,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Men's_Parallel_Bars,0,CHN,0,1,1,Bronze,2
1992,Gymnastics,Gymnastics_Men's_Rings,0,CHN,0,1,1,Bronze,2
1992,Gymnastics,Gymnastics_Men's_Rings,0,GER,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Men's_Pommelled_Horse,0,GER,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Men's_Team_All_Around,0,JPN,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Men's_Parallel_Bars,0,JPN,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Women's_Floor_Exercise,0,ROU,1,0,1,Bronze,2
1992,Gymnastics,Gymnastics_Women's_Individual_All_Around,0,ROU,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Men's_Horse_Vault,0,KOR,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Men's_Individual_All_Around,0,EUN,1,1,1,Bronze,3
1992,Gymnastics,Gymnastics_Women's_Floor_Exercise,0,EUN,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Men's_Parallel_Bars,0,EUN,1,0,1,Bronze,2
1992,Gymnastics,Gymnastics_Women's_Horse_Vault,0,EUN,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Women's_Team_All_Around,0,USA,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Women's_Floor_Exercise,0,USA,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Women's_Uneven_Bars,0,USA,0,0,1,Bronze,1
1992,Gymnastics,Gymnastics_Men's_Floor_Exercise,0,CHN,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Women's_Uneven_Bars,0,CHN,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Women's_Horse_Vault,0,HUN,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Men's_Pommelled_Horse,0,PRK,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Women's_Floor_Exercise,0,ROU,1,0,1,Gold,2
1992,Gymnastics,Gymnastics_Women's_Horse_Vault,0,ROU,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Men's_Team_All_Around,0,EUN,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Women's_Team_All_Around,0,EUN,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Women's_Individual_All_Around,0,EUN,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Women's_Balance_Beam,0,EUN,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Men's_Individual_All_Around,0,EUN,1,1,1,Gold,3
1992,Gymnastics,Gymnastics_Men's_Horse_Vault,0,EUN,1,1,0,Gold,2
1992,Gymnastics,Gymnastics_Men's_Parallel_Bars,0,EUN,1,0,1,Gold,2
1992,Gymnastics,Gymnastics_Men's_Rings,0,EUN,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Men's_Pommelled_Horse,0,EUN,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Men's_Horizontal_Bar,0,USA,1,0,0,Gold,1
1992,Gymnastics,Gymnastics_Men's_Team_All_Around,0,CHN,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Men's_Parallel_Bars,0,CHN,0,1,1,Silver,2
1992,Gymnastics,Gymnastics_Men's_Rings,0,CHN,0,1,1,Silver,2
1992,Gymnastics,Gymnastics_Women's_Balance_Beam,0,CHN,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Men's_Horizontal_Bar,0,GER,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Women's_Floor_Exercise,0,HUN,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Men's_Floor_Exercise,0,JPN,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Women's_Team_All_Around,0,ROU,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Women's_Uneven_Bars,0,EUN,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Men's_Individual_All_Around,0,EUN,1,1,1,Silver,3
1992,Gymnastics,Gymnastics_Men's_Floor_Exercise,0,EUN,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Men's_Horse_Vault,0,EUN,1,1,0,Silver,2
1992,Gymnastics,Gymnastics_Men's_Horizontal_Bar,0,EUN,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Women's_Individual_All_Around,0,USA,0,1,0,Silver,1
1992,Gymnastics,Gymnastics_Women's_Balance_Beam,0,USA,0,1,0,Silver,1
1992,Handball,Handball_Men's_Handball,0,FRA,0,0,1,Bronze,1
1992,Handball,Handball_Women's_Handball,0,EUN,0,0,1,Bronze,1
1992,Handball,Handball_Women's_Handball,0,KOR,1,0,0,Gold,1
1992,Handball,Handball_Men's_Handball,0,EUN,1,0,0,Gold,1
1992,Handball,Handball_Women's_Handball,0,NOR,0,1,0,Silver,1
1992,Handball,Handball_Men's_Handball,0,SWE,0,1,0,Silver,1
1992,Hockey,Hockey_Women's_Hockey,0,GBR,0,0,1,Bronze,1
1992,Hockey,Hockey_Men's_Hockey,0,PAK,0,0,1,Bronze,1
1992,Hockey,Hockey_Men's_Hockey,0,GER,1,0,0,Gold,1
1992,Hockey,Hockey_Women's_Hockey,1,ESP,1,0,0,Gold,1
1992,Hockey,Hockey_Men's_Hockey,0,AUS,0,1,0,Silver,1
1992,Hockey,Hockey_Women's_Hockey,0,GER,0,1,0,Silver,1
1992,Judo,Judo_Women's_Middleweight,0,BEL,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Middleweight,0,CAN,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Half_Lightweight,0,CHN,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Half_Middleweight,0,CHN,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Lightweight,0,CUB,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Half_Lightweight,0,CUB,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Extra_Lightweight,0,CUB,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Half_Middleweight,0,FRA,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Heavyweight,0,FRA,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Heavyweight,0,FRA,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Half_Heavyweight,0,FRA,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Half_Lightweight,0,GER,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Extra_Lightweight,0,GER,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Middleweight,0,GBR,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Half_Lightweight,0,GBR,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Heavyweight,0,HUN,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Lightweight,0,ISR,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Extra_Lightweight,0,JPN,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Middleweight,0,JPN,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Heavyweight,0,JPN,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Lightweight,0,JPN,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Half_Heavyweight,0,NED,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Half_Heavyweight,0,NED,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Lightweight,0,KOR,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Half_Middleweight,0,KOR,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Extra_Lightweight,0,TUR,0,0,1,Bronze,1
1992,Judo,Judo_Women's_Half_Middleweight,0,EUN,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Half_Heavyweight,0,EUN,0,0,1,Bronze,1
1992,Judo,Judo_Men's_Half_Lightweight,0,BRA,1,0,0,Gold,1
1992,Judo,Judo_Women's_Heavyweight,0,CHN,1,0,0,Gold,1
1992,Judo,Judo_Women's_Middleweight,0,CUB,1,0,0,Gold,1
1992,Judo,Judo_Women's_Half_Middleweight,0,FRA,1,0,0,Gold,1
1992,Judo,Judo_Women's_Extra_Lightweight,0,FRA,1,0,0,Gold,1
1992,Judo,Judo_Men's_Half_Heavyweight,0,HUN,1,0,0,Gold,1
1992,Judo,Judo_Men's_Lightweight,0,JPN,1,0,0,Gold,1
1992,Judo,Judo_Men's_Half_Middleweight,0,JPN,1,0,0,Gold,1
1992,Judo,Judo_Men's_Middleweight,0,POL,1,0,0,Gold,1
1992,Judo,Judo_Women's_Half_Heavyweight,0,KOR,1,0,0,Gold,1
1992,Judo,Judo_Women's_Lightweight,1,ESP,1,0,0,Gold,1
1992,Judo,Judo_Women's_Half_Lightweight,1,ESP,1,0,0,Gold,1
1992,Judo,Judo_Men's_Extra_Lightweight,0,EUN,1,0,0,Gold,1
1992,Judo,Judo_Men's_Heavyweight,0,EUN,1,0,0,Gold,1
1992,Judo,Judo_Women's_Heavyweight,0,CUB,0,1,0,Silver,1
1992,Judo,Judo_Men's_Middleweight,0,FRA,0,1,0,Silver,1
1992,Judo,Judo_Women's_Lightweight,0,GBR,0,1,0,Silver,1
1992,Judo,Judo_Men's_Half_Heavyweight,0,GBR,0,1,0,Silver,1
1992,Judo,Judo_Men's_Half_Lightweight,0,HUN,0,1,0,Silver,1
1992,Judo,Judo_Men's_Lightweight,0,HUN,0,1,0,Silver,1
1992,Judo,Judo_Women's_Half_Middleweight,0,ISR,0,1,0,Silver,1
1992,Judo,Judo_Women's_Middleweight,0,ITA,0,1,0,Silver,1
1992,Judo,Judo_Women's_Half_Lightweight,0,JPN,0,1,0,Silver,1
1992,Judo,Judo_Men's_Heavyweight,0,JPN,0,1,0,Silver,1
1992,Judo,Judo_Women's_Extra_Lightweight,0,JPN,0,1,0,Silver,1
1992,Judo,Judo_Women's_Half_Heavyweight,0,JPN,0,1,0,Silver,1
1992,Judo,Judo_Men's_Extra_Lightweight,0,KOR,0,1,0,Silver,1
1992,Judo,Judo_Men's_Half_Middleweight,0,USA,0,1,0,Silver,1
1992,Modern_Pentathlon,Modern_Pentathlon_Men's_Team,0,ITA,0,0,1,Bronze,1
1992,Modern_Pentathlon,Modern_Pentathlon_Men's_Individual,0,EUN,0,0,1,Bronze,1
1992,Modern_Pentathlon,Modern_Pentathlon_Men's_Team,0,POL,1,0,0,Gold,1
1992,Modern_Pentathlon,Modern_Pentathlon_Men's_Individual,0,POL,1,0,0,Gold,1
1992,Modern_Pentathlon,Modern_Pentathlon_Men's_Individual,0,HUN,0,1,0,Silver,1
1992,Modern_Pentathlon,Modern_Pentathlon_Men's_Team,0,EUN,0,1,0,Silver,1
1992,Rhythmic_Gymnastics,Rhythmic_Gymnastics_Women's_Individual,0,EUN,1,0,1,Bronze,2
1992,Rhythmic_Gymnastics,Rhythmic_Gymnastics_Women's_Individual,0,EUN,1,0,1,Gold,2
1992,Rhythmic_Gymnastics,Rhythmic_Gymnastics_Women's_Individual,1,ESP,0,1,0,Silver,1
1992,Rowing,Rowing_Women's_Single_Sculls,0,CAN,0,0,1,Bronze,1
1992,Rowing,Rowing_Women's_Double_Sculls,0,CHN,0,0,1,Bronze,1
1992,Rowing,Rowing_Men's_Coxed_Eights,0,GER,0,0,1,Bronze,1
1992,Rowing,Rowing_Women's_Coxed_Eights,0,GER,0,0,1,Bronze,1
1992,Rowing,Rowing_Women's_Coxless_Fours,0,GER,0,0,1,Bronze,1
1992,Rowing,Rowing_Men's_Quadruple_Sculls,0,ITA,0,0,1,Bronze,1
1992,Rowing,Rowing_Men's_Double_Sculls,0,NED,0,0,1,Bronze,1
1992,Rowing,Rowing_Men's_Single_Sculls,0,POL,0,0,1,Bronze,1
1992,Rowing,Rowing_Men's_Coxed_Fours,0,POL,0,0,1,Bronze,1
1992,Rowing,Rowing_Men's_Coxed_Pairs,0,ROU,0,0,1,Bronze,1
1992,Rowing,Rowing_Men's_Coxless_Pairs,0,SLO,0,0,1,Bronze,1
1992,Rowing,Rowing_Men's_Coxless_Fours,0,SLO,0,0,1,Bronze,1
1992,Rowing,Rowing_Women's_Quadruple_Sculls,0,EUN,0,0,1,Bronze,1
1992,Rowing,Rowing_Women's_Coxless_Pairs,0,USA,0,0,1,Bronze,1
1992,Rowing,Rowing_Men's_Double_Sculls,0,AUS,1,0,0,Gold,1
1992,Rowing,Rowing_Men's_Coxless_Fours,0,AUS,1,0,0,Gold,1
1992,Rowing,Rowing_Men's_Coxed_Eights,0,CAN,1,0,0,Gold,1
1992,Rowing,Rowing_Women's_Coxless_Fours,0,CAN,1,0,0,Gold,1
1992,Rowing,Rowing_Women's_Coxed_Eights,0,CAN,1,0,0,Gold,1
1992,Rowing,Rowing_Women's_Coxless_Pairs,0,CAN,1,0,0,Gold,1
1992,Rowing,Rowing_Women's_Double_Sculls,0,GER,1,0,0,Gold,1
1992,Rowing,Rowing_Men's_Quadruple_Sculls,0,GER,1,0,0,Gold,1
1992,Rowing,Rowing_Men's_Single_Sculls,0,GER,1,0,0,Gold,1
1992,Rowing,Rowing_Women's_Quadruple_Sculls,0,GER,1,0,0,Gold,1
1992,Rowing,Rowing_Men's_Coxed_Pairs,0,GBR,1,0,0,Gold,1
1992,Rowing,Rowing_Men's_Coxless_Pairs,0,GBR,1,0,0,Gold,1
1992,Rowing,Rowing_Women's_Single_Sculls,0,ROU,1,0,0,Gold,1
1992,Rowing,Rowing_Men's_Coxed_Fours,0,ROU,1,0,0,Gold,1
1992,Rowing,Rowing_Men's_Double_Sculls,0,AUT,0,1,0,Silver,1
1992,Rowing,Rowing_Women's_Single_Sculls,0,BEL,0,1,0,Silver,1
1992,Rowing,Rowing_Men's_Single_Sculls,0,TCH,0,1,0,Silver,1
1992,Rowing,Rowing_Women's_Coxless_Pairs,0,GER,0,1,0,Silver,1
1992,Rowing,Rowing_Men's_Coxed_Fours,0,GER,0,1,0,Silver,1
1992,Rowing,Rowing_Men's_Coxless_Pairs,0,GER,0,1,0,Silver,1
1992,Rowing,Rowing_Men's_Coxed_Pairs,0,ITA,0,1,0,Silver,1
1992,Rowing,Rowing_Men's_Quadruple_Sculls,0,NOR,0,1,0,Silver,1
1992,Rowing,Rowing_Women's_Quadruple_Sculls,0,ROU,0,1,0,Silver,1
1992,Rowing,Rowing_Women's_Coxed_Eights,0,ROU,0,1,0,Silver,1
1992,Rowing,Rowing_Women's_Double_Sculls,0,ROU,0,1,0,Silver,1
1992,Rowing,Rowing_Men's_Coxed_Eights,0,ROU,0,1,0,Silver,1
1992,Rowing,Rowing_Men's_Coxless_Fours,0,USA,0,1,0,Silver,1
1992,Rowing,Rowing_Women's_Coxless_Fours,0,USA,0,1,0,Silver,1
1992,Sailing,Sailing_Mixed_Multihull,0,AUS,0,0,1,Bronze,1
1992,Sailing,Sailing_Men's_Windsurfer,0,AUS,0,0,1,Bronze,1
1992,Sailing,Sailing_Mixed_Two_Person_Keelboat,0,CAN,0,0,1,Bronze,1
1992,Sailing,Sailing_Mixed_Two_Person_Heavyweight_Dinghy,0,DEN,0,0,1,Bronze,1
1992,Sailing,Sailing_Men's_Two_Person_Dinghy,0,EST,0,0,1,Bronze,1
1992,Sailing,Sailing_Mixed_Three_Person_Keelboat,0,GBR,0,0,1,Bronze,1
1992,Sailing,Sailing_Women's_Windsurfer,0,NED,0,0,1,Bronze,1
1992,Sailing,Sailing_Men's_One_Person_Dinghy,0,NZL,0,0,1,Bronze,1
1992,Sailing,Sailing_Women's_Two_Person_Dinghy,0,USA,0,0,1,Bronze,1
1992,Sailing,Sailing_Women's_One_Person_Dinghy,0,USA,0,0,1,Bronze,1
1992,Sailing,Sailing_Mixed_Three_Person_Keelboat,0,DEN,1,0,0,Gold,1
1992,Sailing,Sailing_Men's_Windsurfer,0,FRA,1,0,0,Gold,1
1992,Sailing,Sailing_Mixed_Multihull,0,FRA,1,0,0,Gold,1
1992,Sailing,Sailing_Women's_Windsurfer,0,NZL,1,0,0,Gold,1
1992,Sailing,Sailing_Women's_One_Person_Dinghy,0,NOR,1,0,0,Gold,1
1992,Sailing,Sailing_Men's_Two_Person_Dinghy,1,ESP,1,0,0,Gold,1
1992,Sailing,Sailing_Mixed_Two_Person_Heavyweight_Dinghy,1,ESP,1,0,0,Gold,1
1992,Sailing,Sailing_Women's_Two_Person_Dinghy,1,ESP,1,0,0,Gold,1
1992,Sailing,Sailing_Men's_One_Person_Dinghy,1,ESP,1,0,0,Gold,1
1992,Sailing,Sailing_Mixed_Two_Person_Keelboat,0,USA,1,0,0,Gold,1
1992,Sailing,Sailing_Women's_Windsurfer,0,CHN,0,1,0,Silver,1
1992,Sailing,Sailing_Mixed_Two_Person_Keelboat,0,NZL,0,1,0,Silver,1
1992,Sailing,Sailing_Women's_Two_Person_Dinghy,0,NZL,0,1,0,Silver,1
1992,Sailing,Sailing_Women's_One_Person_Dinghy,1,ESP,0,1,0,Silver,1
1992,Sailing,Sailing_Mixed_Two_Person_Heavyweight_Dinghy,0,USA,0,1,0,Silver,1
1992,Sailing,Sailing_Mixed_Three_Person_Keelboat,0,USA,0,1,0,Silver,1
1992,Sailing,Sailing_Men's_Two_Person_Dinghy,0,USA,0,1,0,Silver,1
1992,Sailing,Sailing_Men's_Windsurfer,0,USA,0,1,0,Silver,1
1992,Sailing,Sailing_Men's_One_Person_Dinghy,0,USA,0,1,0,Silver,1
1992,Sailing,Sailing_Mixed_Multihull,0,USA,0,1,0,Silver,1
1992,Shooting,"Shooting_Women's_Air_Pistol,_10_metres",0,BUL,0,0,1,Bronze,1
1992,Shooting,"Shooting_Men's_Running_Target,_10_metres",0,TCH,0,0,1,Bronze,1
1992,Shooting,"Shooting_Men's_Air_Rifle,_10_metres",0,GER,0,0,1,Bronze,1
1992,Shooting,"Shooting_Women's_Air_Rifle,_10_metres",0,IOA,0,0,1,Bronze,1
1992,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Prone,_50_metres",0,IOA,0,0,1,Bronze,1
1992,Shooting,Shooting_Mixed_Skeet,0,ITA,0,0,1,Bronze,1
1992,Shooting,Shooting_Mixed_Trap,0,ITA,0,0,1,Bronze,1
1992,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Three_Positions,_50_metres",0,JPN,0,0,1,Bronze,1
1992,Shooting,"Shooting_Women's_Sporting_Pistol,_25_metres",0,MGL,0,0,1,Bronze,1
1992,Shooting,"Shooting_Women's_Small_Bore_Rifle,_Three_Positions,_50_metres",0,POL,0,0,1,Bronze,1
1992,Shooting,"Shooting_Men's_Air_Pistol,_10_metres",0,ROU,0,0,1,Bronze,1
1992,Shooting,"Shooting_Men's_Free_Pistol,_50_metres",0,SWE,0,0,1,Bronze,1
1992,Shooting,"Shooting_Men's_Rapid_Fire_Pistol,_25_metres",0,EUN,0,0,1,Bronze,1
1992,Shooting,"Shooting_Men's_Air_Pistol,_10_metres",0,CHN,1,0,0,Gold,1
1992,Shooting,Shooting_Mixed_Skeet,0,CHN,1,0,0,Gold,1
1992,Shooting,Shooting_Mixed_Trap,0,TCH,1,0,0,Gold,1
1992,Shooting,"Shooting_Men's_Running_Target,_10_metres",0,GER,1,0,0,Gold,1
1992,Shooting,"Shooting_Men's_Rapid_Fire_Pistol,_25_metres",0,GER,1,0,0,Gold,1
1992,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Prone,_50_metres",0,KOR,1,0,0,Gold,1
1992,Shooting,"Shooting_Women's_Air_Rifle,_10_metres",0,KOR,1,0,0,Gold,1
1992,Shooting,"Shooting_Women's_Air_Pistol,_10_metres",0,EUN,1,0,0,Gold,1
1992,Shooting,"Shooting_Women's_Sporting_Pistol,_25_metres",0,EUN,1,0,0,Gold,1
1992,Shooting,"Shooting_Men's_Air_Rifle,_10_metres",0,EUN,1,0,0,Gold,1
1992,Shooting,"Shooting_Men's_Free_Pistol,_50_metres",0,EUN,1,0,0,Gold,1
1992,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Three_Positions,_50_metres",0,EUN,1,0,0,Gold,1
1992,Shooting,"Shooting_Women's_Small_Bore_Rifle,_Three_Positions,_50_metres",0,USA,1,0,0,Gold,1
1992,Shooting,"Shooting_Women's_Air_Rifle,_10_metres",0,BUL,0,1,0,Silver,1
1992,Shooting,"Shooting_Women's_Small_Bore_Rifle,_Three_Positions,_50_metres",0,BUL,0,1,0,Silver,1
1992,Shooting,"Shooting_Women's_Sporting_Pistol,_25_metres",0,CHN,0,1,0,Silver,1
1992,Shooting,"Shooting_Men's_Free_Pistol,_50_metres",0,CHN,0,1,0,Silver,1
1992,Shooting,"Shooting_Men's_Air_Rifle,_10_metres",0,FRA,0,1,0,Silver,1
1992,Shooting,"Shooting_Women's_Air_Pistol,_10_metres",0,IOA,0,1,0,Silver,1
1992,Shooting,Shooting_Mixed_Trap,0,JPN,0,1,0,Silver,1
1992,Shooting,"Shooting_Men's_Rapid_Fire_Pistol,_25_metres",0,LAT,0,1,0,Silver,1
1992,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Prone,_50_metres",0,NOR,0,1,0,Silver,1
1992,Shooting,Shooting_Mixed_Skeet,0,PER,0,1,0,Silver,1
1992,Shooting,"Shooting_Men's_Running_Target,_10_metres",0,EUN,0,1,0,Silver,1
1992,Shooting,"Shooting_Men's_Air_Pistol,_10_metres",0,EUN,0,1,0,Silver,1
1992,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Three_Positions,_50_metres",0,USA,0,1,0,Silver,1
1992,Swimming,Swimming_Women's_400_metres_Freestyle,0,AUS,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_200_metres_Backstroke,0,AUS,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_200_metres_Butterfly,0,AUS,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_100_metres_Breaststroke,0,AUS,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_100_metres_Breaststroke,0,AUS,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_4_x_100_metres_Medley_Relay,0,CAN,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_200_metres_Freestyle,0,FIN,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_100_metres_Freestyle,0,FRA,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_200_metres_Butterfly,0,FRA,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_100_metres_Butterfly,0,FRA,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_4_x_100_metres_Freestyle_Relay,0,GER,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_800_metres_Freestyle,0,GER,0,0,1,Bronze,1
1992,Swimming,"Swimming_Men's_1,500_metres_Freestyle",0,GER,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_200_metres_Individual_Medley,0,GER,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_200_metres_Freestyle,0,GER,0,1,1,Bronze,2
1992,Swimming,Swimming_Men's_4_x_100_metres_Freestyle_Relay,0,GER,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_100_metres_Freestyle,0,GER,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_200_metres_Breaststroke,0,GBR,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_200_metres_Individual_Medley,0,HUN,1,0,1,Bronze,2
1992,Swimming,Swimming_Men's_200_metres_Backstroke,0,ITA,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_400_metres_Individual_Medley,0,ITA,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_100_metres_Butterfly,0,SUR,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_400_metres_Freestyle,0,SWE,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_4_x_100_metres_Medley_Relay,0,EUN,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_100_metres_Backstroke,0,USA,0,1,1,Bronze,2
1992,Swimming,Swimming_Men's_4_x_200_metres_Freestyle_Relay,0,USA,0,0,1,Bronze,1
1992,Swimming,Swimming_Men's_50_metres_Freestyle,0,USA,0,1,1,Bronze,2
1992,Swimming,Swimming_Women's_100_metres_Backstroke,0,USA,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_50_metres_Freestyle,0,USA,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_200_metres_Breaststroke,0,USA,0,0,1,Bronze,1
1992,Swimming,Swimming_Women's_400_metres_Individual_Medley,0,USA,0,0,1,Bronze,1
1992,Swimming,"Swimming_Men's_1,500_metres_Freestyle",0,AUS,1,1,0,Gold,2
1992,Swimming,Swimming_Men's_100_metres_Backstroke,0,CAN,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_200_metres_Individual_Medley,0,CHN,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_100_metres_Butterfly,0,CHN,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_50_metres_Freestyle,0,CHN,1,1,0,Gold,2
1992,Swimming,Swimming_Women's_100_metres_Freestyle,0,CHN,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_400_metres_Freestyle,0,GER,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_200_metres_Individual_Medley,0,HUN,1,0,1,Gold,2
1992,Swimming,Swimming_Men's_400_metres_Individual_Medley,0,HUN,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_100_metres_Backstroke,0,HUN,1,1,0,Gold,2
1992,Swimming,Swimming_Women's_200_metres_Backstroke,0,HUN,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_400_metres_Individual_Medley,0,HUN,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_200_metres_Breaststroke,0,JPN,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_200_metres_Backstroke,1,ESP,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_4_x_200_metres_Freestyle_Relay,0,EUN,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_50_metres_Freestyle,0,EUN,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_100_metres_Freestyle,0,EUN,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_100_metres_Breaststroke,0,EUN,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_200_metres_Freestyle,0,EUN,1,0,0,Gold,1
1992,Swimming,Swimming_Men's_400_metres_Freestyle,0,EUN,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_4_x_100_metres_Freestyle_Relay,0,USA,1,0,0,Gold,1
1992,Swimming,Swimming_Women's_4_x_100_metres_Medley_Relay,0,USA,1,0,0,Gold,1
